date,store_id,sku_id,beginning_inventory,receipts,units_sold,ending_inventory,stockout_flag,on_order_qty
2024-05-19,STORE_001,SKU_00001,44,0,38,6,0,100
2024-05-20,STORE_001,SKU_00001,6,0,6,0,1,100
2024-05-21,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-22,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-23,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-24,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-25,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-26,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-27,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-28,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-29,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-30,STORE_001,SKU_00001,0,0,0,0,1,100
2024-05-31,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-01,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-02,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-05,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-06,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-07,STORE_001,SKU_00001,100,100,27,73,0,0
2024-06-08,STORE_001,SKU_00001,73,0,35,38,0,100
2024-06-09,STORE_001,SKU_00001,38,0,38,0,1,100
2024-06-10,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-11,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-12,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-13,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-17,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-18,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-19,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-20,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-21,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-22,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-23,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-24,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-25,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-26,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-27,STORE_001,SKU_00001,0,0,0,0,1,100
2024-06-28,STORE_001,SKU_00001,100,100,31,69,0,0
2024-06-29,STORE_001,SKU_00001,69,0,25,44,0,100
2024-06-30,STORE_001,SKU_00001,44,0,25,19,0,100
2024-07-01,STORE_001,SKU_00001,19,0,19,0,1,100
2024-07-02,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-05,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-06,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-07,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-08,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-09,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-10,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-11,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-12,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-13,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-17,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-18,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-19,STORE_001,SKU_00001,100,100,23,77,0,0
2024-07-20,STORE_001,SKU_00001,77,0,36,41,0,100
2024-07-21,STORE_001,SKU_00001,41,0,41,0,0,100
2024-07-22,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-23,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-24,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-25,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-26,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-27,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-28,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-29,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-30,STORE_001,SKU_00001,0,0,0,0,1,100
2024-07-31,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-01,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-02,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-03,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-05,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-06,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-07,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-08,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-09,STORE_001,SKU_00001,100,100,18,82,0,0
2024-08-10,STORE_001,SKU_00001,82,0,23,59,0,0
2024-08-11,STORE_001,SKU_00001,59,0,32,27,0,100
2024-08-12,STORE_001,SKU_00001,27,0,17,10,0,100
2024-08-13,STORE_001,SKU_00001,10,0,10,0,1,100
2024-08-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-17,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-18,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-19,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-20,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-21,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-22,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-23,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-24,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-25,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-26,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-27,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-28,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-29,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-30,STORE_001,SKU_00001,0,0,0,0,1,100
2024-08-31,STORE_001,SKU_00001,100,100,40,60,0,0
2024-09-01,STORE_001,SKU_00001,60,0,24,36,0,100
2024-09-02,STORE_001,SKU_00001,36,0,15,21,0,100
2024-09-03,STORE_001,SKU_00001,21,0,21,0,0,100
2024-09-04,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-05,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-06,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-07,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-08,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-09,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-10,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-11,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-12,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-13,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-14,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-15,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-16,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-17,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-18,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-19,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-20,STORE_001,SKU_00001,0,0,0,0,1,100
2024-09-21,STORE_001,SKU_00001,100,100,31,69,0,0
2024-09-22,STORE_001,SKU_00001,69,0,28,41,0,100
2024-09-23,STORE_001,SKU_00001,41,0,15,26,0,100
2024-09-24,STORE_001,SKU_00001,26,0,14,12,0,100
2024-09-25,STORE_001,SKU_00001,12,0,12,0,1,100
2024-09-26,STORE_001,SKU_00001,0,0,0,0,1,100
