Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,transaction_type,description_recovered,description_source,invoice_date_only,invoice_year,invoice_month,invoice_weekday,is_guest_transaction,price_category,is_special_transaction
525510,21241,GREEN SPOTTY CUP,-90,2010-10-05 17:05:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525511,20798,show,-130,2010-10-05 17:06:00,0.0,,United Kingdom,RETURN,False,original,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525512,84682,CLASSICAL ROSE DISH,-15,2010-10-05 17:06:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525513,21658,GLASS  BEURRE DISH,-18,2010-10-05 17:07:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525514,22303,COFFEE MUG APPLES DESIGN,-27,2010-10-05 17:07:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525515,35911B,PINK/FLOWER RABBIT EGG WARMER,-9,2010-10-05 17:08:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525516,22058,CERAMIC LOVE HEARTS DESIGN MUG,-11,2010-10-05 17:08:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525517,21004,ROSE DU SUD CHILDS APRON,-34,2010-10-05 17:09:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525518,45013,FOLDING SHOE TIDY,-6,2010-10-05 17:09:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525519,35594,WOODEN CHRISTMAS TREE 3 HANGING,-38,2010-10-05 17:10:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525525,22138,mouldy,-2000,2010-10-05 18:05:00,0.0,,United Kingdom,RETURN,False,original,2010-10-05,2010,10,1,True,PRICE_ZERO,True
525759,85065,damaged,-31,2010-10-07 10:34:00,0.0,,United Kingdom,RETURN,False,original,2010-10-07,2010,10,3,True,PRICE_ZERO,True
525893,90112,PINK DOLLY HAIR CLIPS,-19,2010-10-07 15:11:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-07,2010,10,3,True,PRICE_ZERO,True
525993,22326,ROUND SNACK BOXES SET OF4 WOODLAND,-15,2010-10-08 11:29:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-08,2010,10,4,True,PRICE_ZERO,True
526431,84967C,GREEN KASHMIRI OCCASIONAL TABLE,-2,2010-10-11 15:13:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-11,2010,10,0,True,PRICE_ZERO,True
526609,21735,broken glass,-53,2010-10-12 12:17:00,0.0,,United Kingdom,RETURN,False,original,2010-10-12,2010,10,1,True,PRICE_ZERO,True
526917,84406B,damaged,-11,2010-10-13 16:21:00,0.0,,United Kingdom,RETURN,False,original,2010-10-13,2010,10,2,True,PRICE_ZERO,True
527090,21611,SET OF 12 LILY BOTANICAL T-LIGHTS,-42,2010-10-14 15:53:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-14,2010,10,3,True,PRICE_ZERO,True
527112,37448,damages,-80,2010-10-14 17:27:00,0.0,,United Kingdom,RETURN,False,original,2010-10-14,2010,10,3,True,PRICE_ZERO,True
527346,22784,Incorrectly entered. should be 2279,-720,2010-10-15 15:48:00,0.0,,United Kingdom,RETURN,False,original,2010-10-15,2010,10,4,True,PRICE_ZERO,True
527465,21915,Mixed with blue,-390,2010-10-18 10:51:00,0.0,,United Kingdom,RETURN,False,original,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527487,17033,Sold as 17003?,-160,2010-10-18 11:43:00,0.0,,United Kingdom,RETURN,False,original,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527489,22689,?,-36,2010-10-18 11:48:00,0.0,,United Kingdom,RETURN,False,original,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527652,16245A,damaged,-1,2010-10-18 13:56:00,0.0,,United Kingdom,RETURN,False,original,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527665,22122,SET OF 2 FANCY FONT TEA TOWELS,-1,2010-10-18 14:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527666,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,-1,2010-10-18 14:34:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527667,35085E,IVORY ROSE LAMPSHADE,-1,2010-10-18 14:35:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527668,35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",-1,2010-10-18 14:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527670,47592B,SCOTTIES DESIGN CHILD'S OVERALL,-1,2010-10-18 14:37:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527669,37506,NEW ENGLAND MILK JUG W GIFT BOX,-1,2010-10-18 14:37:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527671,62097A,PINK STRIPES SHOULDER BAG,-1,2010-10-18 14:42:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527672,72023F,RED ORGANIC CANDLE IN GLASS,-1,2010-10-18 14:42:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527673,81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",-1,2010-10-18 14:43:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527674,82587,TEXRIO TOMATOES CANDLE+CUP,-1,2010-10-18 14:44:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527676,84327A,PINK JUMPER LARRY THE LAMB,-1,2010-10-18 14:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527677,84437A,S/6 PINK EASTER DECS IN BOX,-1,2010-10-18 14:49:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527680,21645,ASSORTED TUTTI FRUTTI ROUND BOX,-10,2010-10-18 14:51:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527681,84656,WHITE ROSE C/COVER,-1,2010-10-18 14:52:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527682,22080,?,-283,2010-10-18 14:53:00,0.0,,United Kingdom,RETURN,False,original,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527683,84791,GINGHAM HEART DECORATION,-1,2010-10-18 14:53:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527685,84886,BLUE METAL WALL SHELF,-1,2010-10-18 14:54:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527686,21973,SET OF 36 MUSHROOM PAPER DOILIES,-178,2010-10-18 14:55:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527689,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-36,2010-10-18 14:57:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527692,84902,PINK KNITTED COW STUFFED TOY,-1,2010-10-18 15:10:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527707,22138,damages,-135,2010-10-18 15:16:00,0.0,,United Kingdom,RETURN,False,original,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527708,84932D,SMALL ORIENTAL RED FOLDING STOOL,-2,2010-10-18 15:18:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527709,84932A,SMALL GREEN PEONY FOLDING STOOL,-3,2010-10-18 15:19:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527714,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,-1,2010-10-18 15:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527726,17011D,ORIGAMI ROSE INCENSE+FLOWER,-1,2010-10-18 15:42:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-18,2010,10,0,True,PRICE_ZERO,True
527771,37462B,"PET MUG, BUDGIE",-13,2010-10-19 10:23:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-19,2010,10,1,True,PRICE_ZERO,True
528312,85042,ANTIQUE LILY FAIRY LIGHTS,-166,2010-10-21 12:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-21,2010,10,3,True,PRICE_ZERO,True
528371,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,-34,2010-10-21 16:51:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-21,2010,10,3,True,PRICE_ZERO,True
528453,85047,WHITE BEADED GARLAND STRING 20LIGHT,-128,2010-10-22 11:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528455,20703,BLUE PADDED SOFT MOBILE,-36,2010-10-22 11:31:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528456,21410,COUNTRY COTTAGE  DOORSTOP GREEN,-4,2010-10-22 11:31:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528454,82615,PINK MARSHMALLOW SCARF KNITTING KIT,-123,2010-10-22 11:31:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528457,84854,GIRLY PINK TOOL SET,-4,2010-10-22 11:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528461,85044,RED REINDEER STRING OF 20 LIGHTS,-66,2010-10-22 11:35:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528462,16169F,WRAP BLIZZARD,-196,2010-10-22 11:35:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528463,21825,PAINTED METAL TREE WITH HOLLY BELLS,-40,2010-10-22 11:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528464,21146,ANTIQUE GLASS RIDGED HANGING BALL,-30,2010-10-22 11:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528465,21010,ETCHED GLASS BIRD TREE DECORATION,-59,2010-10-22 11:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528466,21009,ETCHED GLASS STAR TREE DECORATION,-135,2010-10-22 11:37:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528467,35951,FOLKART BAUBLE CHRISTMAS DECORATION,-148,2010-10-22 11:37:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528468,35937,CERISE+GOLD CHRISTMAS STOCKING DEC,-31,2010-10-22 11:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528469,85084,HOLLY TOP CHRISTMAS STOCKING,-50,2010-10-22 11:39:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-22,2010,10,4,True,PRICE_ZERO,True
528873,22554,PLASTERS IN TIN WOODLAND ANIMALS,-66,2010-10-25 11:50:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-25,2010,10,0,True,PRICE_ZERO,True
528905,72793,BLACK BOX MIRROR LANTERN,-12,2010-10-25 13:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-25,2010,10,0,True,PRICE_ZERO,True
528935,21268,VINTAGE BLUE TINSEL REEL,-2,2010-10-25 15:15:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-25,2010,10,0,True,PRICE_ZERO,True
528938,22950,36 DOILIES VINTAGE CHRISTMAS,-96,2010-10-25 15:27:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-25,2010,10,0,True,PRICE_ZERO,True
528943,21016,LIGHT BIRD HOUSE TREE DECORATION,-216,2010-10-25 15:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-25,2010,10,0,True,PRICE_ZERO,True
528958,35951,FOLKART BAUBLE CHRISTMAS DECORATION,-11,2010-10-26 09:19:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-26,2010,10,1,True,PRICE_ZERO,True
529134,22423,wonky bottom/broken,-35,2010-10-26 14:48:00,0.0,,United Kingdom,RETURN,False,original,2010-10-26,2010,10,1,True,PRICE_ZERO,True
529135,21843,broken,-10,2010-10-26 14:49:00,0.0,,United Kingdom,RETURN,False,original,2010-10-26,2010,10,1,True,PRICE_ZERO,True
529519,79140,gone,-8,2010-10-28 15:32:00,0.0,,United Kingdom,RETURN,False,original,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529521,84709A,Damaged,-15,2010-10-28 15:35:00,0.0,,United Kingdom,RETURN,False,original,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529523,85165,damages,-1,2010-10-28 15:37:00,0.0,,United Kingdom,RETURN,False,original,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529525,85230F,JASMINE VOTIVE CANDLE,-174,2010-10-28 15:57:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529527,85185D,stock take,-96,2010-10-28 16:04:00,0.0,,United Kingdom,RETURN,False,original,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529530,72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,-12,2010-10-28 16:23:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529533,72606A,BROWN ANTIQUE CUBE CANDLE,-3,2010-10-28 16:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529534,21282,NATURAL BARK CANDLE LARGE,-20,2010-10-28 16:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529536,62095B,TURQOISE ICE CREAM SUNHAT,-32,2010-10-28 16:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529539,72796A,S/3 ENGLISH LAVENDER SQU CANDLE,-3,2010-10-28 16:34:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529540,17021,NAMASTE SWAGAT INCENSE,-1000,2010-10-28 16:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529541,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,-77,2010-10-28 16:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529542,17014F,ORIGAMI SANDLEWOOD INCENSE CONES,-11,2010-10-28 16:40:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529543,21283,NATURAL BARK CANDLE SMALL,-15,2010-10-28 16:41:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529545,72529W,WHITE ADVENT CANDLE,-9,2010-10-28 17:10:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529548,21784,SHOE SHINE BOX,-5,2010-10-28 17:15:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529549,85018C,S/6 PAPER BOXES CURIOUS IMAGES,-1,2010-10-28 17:16:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529550,72232,wet cartons,-1400,2010-10-28 17:18:00,0.0,,United Kingdom,RETURN,False,original,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529551,17014D,ORIGAMI ROSE INCENSE CONES,-4,2010-10-28 17:18:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529552,85018A,S/6 PAPER BOXES ROMANTIC IMAGES,-1,2010-10-28 17:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529555,72798C,SET/4 GARDEN ROSE DINNER CANDLE,-20,2010-10-28 17:43:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529556,72814,SET OF 3 CHRISTMAS BRIAR CANDLES,-19,2010-10-28 17:43:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529558,85230B,CINNAMON SCENTED VOTIVE CANDLE,-168,2010-10-28 17:52:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529560,20914,damages,-40,2010-10-28 18:02:00,0.0,,United Kingdom,RETURN,False,original,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529563,20776,ABSTRACT CIRCLES NOTEBOOK,-7,2010-10-28 18:14:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529570,84375,SET OF 20 KIDS COOKIE CUTTERS,-31,2010-10-28 18:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529574,21077,SET/20 WOODLAND PAPER NAPKINS,-20,2010-10-28 18:54:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529579,37352,BIRD IN TREE MUG,-5,2010-10-28 19:01:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529580,72728,ROSE SCENT CANDLES IN GLASS,-6,2010-10-28 19:17:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529581,21085,SET/6 WOODLAND PAPER CUPS,-7,2010-10-28 19:20:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529583,84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,-17,2010-10-28 19:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529584,79302M,crushed,-40,2010-10-28 19:26:00,0.0,,United Kingdom,RETURN,False,original,2010-10-28,2010,10,3,True,PRICE_ZERO,True
529730,22785,broken zips,-9,2010-10-29 14:14:00,0.0,,United Kingdom,RETURN,False,original,2010-10-29,2010,10,4,True,PRICE_ZERO,True
529732,22786,broken zips,-10,2010-10-29 14:14:00,0.0,,United Kingdom,RETURN,False,original,2010-10-29,2010,10,4,True,PRICE_ZERO,True
530004,21247,SET OF RED SALAD SERVERS,-12,2010-11-01 09:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530118,72801G,4 BURGUNDY WINE DINNER CANDLES,-16,2010-11-01 14:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530119,72780,BLACK SILOUETTE CANDLE PLATE,-20,2010-11-01 14:39:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530126,21686,MEDINA STAMPED METAL STOOL,-8,2010-11-01 15:21:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530127,85164B,BLACK BAROQUE CUCKOO CLOCK,-3,2010-11-01 15:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530128,21319,GLASS CHALICE GREEN  SMALL,-37,2010-11-01 15:24:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530131,21316,SMALL CHUNKY GLASS ROMAN  BOWL,-16,2010-11-01 15:28:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530132,21950,SET OF 6 DOTS CHOPSTICKS,-90,2010-11-01 15:28:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530133,21078,SET/20 STRAWBERRY PAPER NAPKINS,-93,2010-11-01 15:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530134,84532B,FAIRY CAKES RECTANGLUAR BOXES,-2,2010-11-01 15:31:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530135,SP1002,KID'S CHALKBOARD/EASEL,-27,2010-11-01 15:33:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530141,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,-27,2010-11-01 16:46:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530142,21664,RIDGED GLASS STORAGE JAR CREAM LID,-54,2010-11-01 16:48:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530143,21097,SET/6 GREEN SPRING  PAPER PLATE,-8,2010-11-01 16:49:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530145,17013F,ORIGAMI SANDLEWOOD INCENSE IN TUBE,-2,2010-11-01 16:50:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530147,21904,HOUSE WRECKING METAL SIGN,-27,2010-11-01 16:51:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530149,21910,WAY OUT METAL SIGN,-27,2010-11-01 16:51:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530150,35643,?,-223,2010-11-01 16:53:00,0.0,,United Kingdom,RETURN,False,original,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530151,84247L,FAWN AND MUSHROOM GREETING CARD,-111,2010-11-01 16:53:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530152,84249D,FAIRY CAKE GREETINGS CARD,-16,2010-11-01 16:54:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530153,47552A,DOTS IRONING BOARD COVER,-1,2010-11-01 16:54:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530155,21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,-3,2010-11-01 16:55:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530154,17011B,ORIGAMI JASMINE INCENSE+FLOWER,-7,2010-11-01 16:55:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530156,84868B,BLUE BABY BOY'S MEMORY BOX,-2,2010-11-01 16:56:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530157,17038,PORCELAIN BUDAH INCENSE HOLDER,-1400,2010-11-01 16:58:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530158,72586,code mix up 72597,-500,2010-11-01 16:58:00,0.0,,United Kingdom,RETURN,False,original,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530159,82551,LAUNDRY 15C METAL SIGN,-230,2010-11-01 16:59:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-01,2010,11,0,True,PRICE_ZERO,True
530230,84972L,GIANT PINK HEART MEMO HOLDER,-4,2010-11-02 11:25:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530309,84978,damages,-400,2010-11-02 13:25:00,0.0,,United Kingdom,RETURN,False,original,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530313,85162C,WHITE RETRODISC LAMPSHADE,-1,2010-11-02 13:28:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530314,37330,SPOTS MUG,-284,2010-11-02 13:28:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530315,35645,VINTAGE BEAD PINK JEWEL BOX,-67,2010-11-02 13:29:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530316,20990,SPRING FLOWER CHOPSTICKS SET/5,-8,2010-11-02 13:30:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530317,35969,FOLKART CROWN TABLE DECORATIONS,-52,2010-11-02 13:32:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530319,85023C,PINK LARGE JEWELED PHOTOFRAME,-1,2010-11-02 13:33:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530320,84795C,OCEAN STRIPE HAMMOCK,-1,2010-11-02 13:33:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530322,20861,GOLD COSMETIC BAG PINK STAR,-19,2010-11-02 13:34:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530321,20860,GOLD COSMETICS BAG WITH BUTTERFLY,-8,2010-11-02 13:34:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530324,21651,HANGING GLASS ETCHED TEALIGHT,-90,2010-11-02 13:36:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530326,17014A,ORIGAMI VANILLA INCENSE CONES,-20,2010-11-02 13:40:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530327,35004P,SET OF 3 PINK FLYING DUCKS,-9,2010-11-02 13:41:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530337,22281,EASTER TREE YELLOW BIRDS,-2,2010-11-02 14:19:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530343,84864A,PINK PAISLEY PHOTO ALBUM,-4,2010-11-02 15:38:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
530345,84510F,SET OF 4 NEW ENGLAND COASTERS,-1,2010-11-02 15:39:00,0.0,,United Kingdom,RETURN,True,recovered,2010-11-02,2010,11,1,True,PRICE_ZERO,True
